Route_ID,Origin_State,Origin_City,Destination_State,Destination_City,Distance_km,Avg_Transit_Days,Toll_Charges_INR,Preferred_Vehicle,Highway_Route,Active,Carrier_ID,Avg_Fuel_Cost_INR,Last_Updated,SLA_Days,Risk_Level
RTE002691,Assam,Jorhat,Odisha,Cuttack,443,8,4523.51,Pickup Van,FALSE,TRUE,CAR002,2448.03,2023-12-17 00:00:00,2,Medium
RTE002692,Telangana,Hyderabad,Rajasthan,Kota,3320,12,2259.54,Light Commercial Vehicle,FALSE,TRUE,CAR008,17245.18,2021-10-25 00:00:00,10,High
RTE002693,Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,2638,14,2179.25,Medium Truck,FALSE,FALSE,CAR008,12673.83,2022-04-30 00:00:00,3,Critical
RTE002694,Gujarat,Gandhinagar,Haryana,Rohtak,2657,1,7596.18,3-Wheeler,TRUE,FALSE,CAR003,20996.52,2024-12-19 00:00:00,5,Critical
RTE002695,Bihar,Gaya,Himachal Pradesh,Mandi,1073,3,6726.32,Mini Truck,TRUE,FALSE,CAR011,7489.38,2021-06-08 00:00:00,1,Medium
RTE002696,Odisha,Rourkela,Tamil Nadu,Salem,1136,5,7353.79,Medium Truck,FALSE,TRUE,CAR007,6200.38,2022-09-07 00:00:00,5,Critical
RTE002697,Assam,Silchar,West Bengal,Durgapur,1235,7,5015.4,Mini Truck,FALSE,TRUE,CAR014,8564.32,2022-09-10 00:00:00,8,Medium
RTE002698,Assam,Jorhat,Rajasthan,Jodhpur,965,2,3663.52,Light Commercial Vehicle,TRUE,FALSE,CAR002,4041.17,2021-06-22 00:00:00,5,Low
RTE002699,Assam,Jorhat,Jharkhand,Deoghar,3971,7,6149.45,Mini Truck,FALSE,TRUE,CAR012,30943.15,2024-07-12 00:00:00,5,Medium
RTE002700,Assam,Dibrugarh,West Bengal,Kolkata,1991,1,5254.61,Light Commercial Vehicle,TRUE,FALSE,CAR011,11252.11,2022-05-01 00:00:00,9,Critical
RTE002701,Assam,Tezpur,West Bengal,Howrah,1781,11,2354.84,3-Wheeler,yes,FALSE,CAR002,14246.21,2021-02-20 00:00:00,9,Medium
RTE002702,Maharashtra,Nashik,Telangana,Khammam,376,14,,Tempo,TRUE,no,CAR011,1631.04,2021-07-06 00:00:00,8,Medium
RTE002703,Tamil Nadu,Salem,Karnataka,Bengaluru,3734,1,7896.77,Tempo,TRUE,FALSE,CAR011,21012.67,2024-08-20 00:00:00,6,High
RTE002704,Uttar Pradesh,Meerut,Rajasthan,Udaipur,2902,3,5986.1,Light Commercial Vehicle,TRUE,FALSE,CAR002,13356.77,2022-11-06 00:00:00,6,High
RTE002705,Uttar Pradesh,Agra,Karnataka,Mysuru,2383,2,435.72,Light Commercial Vehicle,FALSE,TRUE,CAR012,12861.27,2021-10-21 00:00:00,8,Medium
RTE002706,Odisha,Sambalpur,Madhya Pradesh,Jabalpur,3801,7,1253.16,Medium Truck,TRUE,FALSE,CAR010,29785.65,2022-01-29 00:00:00,5,High
RTE002707,Himachal Pradesh,Manali,Telangana,Hyderabad,3742,3,,Pickup Van,TRUE,TRUE,CAR009,21007.72,2023-01-30 00:00:00,9,Critical
RTE002708,Tamil Nadu,Trichy,Uttar Pradesh,Kanpur,286,7,1866.95,Refrigerated Truck,FALSE,FALSE,CAR009,1584.82,2023-02-12 00:00:00,7,Low
RTE002709,Tamil Nadu,Trichy,Jharkhand,Bokaro,635,1,2916.12,Medium Truck,TRUE,FALSE,CAR011,4903.1,2024-09-03 00:00:00,10,Medium
RTE002710,Tamil Nadu,Madurai,Telangana,Karimnagar,3016,14,2180.83,Refrigerated Truck,TRUE,FALSE,CAR013,20701.89,2023-08-03 00:00:00,8,Low
RTE002711,Gujarat,Vadodara,Telangana,Khammam,1806,9,7808.79,3-Wheeler,FALSE,TRUE,CAR005,12518.83,2021-08-18 00:00:00,3,Critical
RTE002712,Goa,Vasco,Karnataka,Hubli,1503,1,7600.43,2-Wheeler,TRUE,TRUE,CAR002,10567.36,2021-08-10 00:00:00,2,Low
RTE002713,Punjab,Amritsar,Himachal Pradesh,Mandi,3806,4,2804.43,Mini Truck,FALSE,TRUE,CAR014,29706.61,2023-11-05 00:00:00,10,Low
RTE002714,Gujarat,Ahmedabad,Bihar,Darbhanga,3728,6,3327.53,2-Wheeler,N,TRUE,CAR003,16483.89,2021-06-12 00:00:00,8,High
RTE002715,Assam,Guwahati,Himachal Pradesh,Manali,3553,14,1144.63,Container Truck,FALSE,FALSE,CAR010,,2022-06-12 00:00:00,4,Critical
RTE002716,Haryana,Faridabad,West Bengal,Asansol,923,14,5503.69,2-Wheeler,TRUE,TRUE,CAR005,6420.25,2024-10-17 00:00:00,7,Critical
RTE002717,Uttar Pradesh,Varanasi,Kerala,Kochi,91,5,1773.92,Pickup Van,FALSE,FALSE,CAR013,686.27,2024-08-02 00:00:00,8,Critical
RTE002718,Maharashtra,Nashik,Gujarat,Rajkot,2241,6,6726.32,2-Wheeler,TRUE,TRUE,CAR005,12489.34,2024-02-09 00:00:00,7,Medium
RTE002719,West Bengal,Durgapur,Uttar Pradesh,Meerut,1769,8,2064.47,2-Wheeler,TRUE,TRUE,CAR005,8841.88,2022-03-20 00:00:00,5,Critical
RTE002720,Uttarakhand,Rishikesh,Goa,Vasco,1578,5,6388.72,Container Truck,FALSE,FALSE,CAR009,7043.35,2022-06-25 00:00:00,8,Medium
RTE002721,Uttarakhand,Rishikesh,Goa,Ponda,1618,5,7152.84,Tempo,TRUE,FALSE,CAR014,8935.28,2024-01-27 00:00:00,6,Medium
RTE002722,Uttar Pradesh,Meerut,Odisha,Rourkela,3263,5,1457.24,Pickup Van,TRUE,TRUE,CAR003,15569.19,2024-11-13 00:00:00,8,Critical
RTE002723,Kerala,Kozhikode,Maharashtra,Mumbai,1413,14,2702.42,Pickup Van,TRUE,TRUE,CAR005,11164.52,2022-05-28 00:00:00,10,High
RTE002724,West Bengal,Siliguri,Bihar,Darbhanga,3004,12,3704.91,Pickup Van,FALSE,FALSE,CAR012,21620.62,2024-06-02 00:00:00,5,Low
RTE002725,Uttarakhand,Haldwani,Rajasthan,Udaipur,834,5,6276.72,Medium Truck,FALSE,FALSE,CAR010,3614.96,2022-08-12 00:00:00,1,Medium
RTE002726,Tamil Nadu,Coimbatore,Himachal Pradesh,Shimla,3105,2,886.85,Heavy Truck,TRUE,FALSE,CAR004,16904.18,2022-05-29 00:00:00,4,Medium
RTE002727,West Bengal,Siliguri,Odisha,Rourkela,1313,8,7334.48,Mini Truck,TRUE,FALSE,CAR006,8758.84,2023-04-26 00:00:00,7,High
RTE002728,Rajasthan,Kota,Delhi,Rohini,--,6,4661.39,Container Truck,TRUE,FALSE,CAR005,20790.64,2022-12-10 00:00:00,8,Low
RTE002729,Bihar,Bhagalpur,Gujarat,Vadodara,3432,7,27.45,Mini Truck,TRUE,FALSE,CAR012,26959.51,2023-09-28 00:00:00,1,High
RTE002730,Himachal Pradesh,Mandi,Gujarat,Gandhinagar,1156,10,389.13,Pickup Van,FALSE,FALSE,CAR009,7824.31,2024-03-07 00:00:00,4,High
RTE002731,Haryana,Panipat,Himachal Pradesh,Shimla,41,3,5862.61,Heavy Truck,TRUE,TRUE,CAR001,248.84,2023-05-15 00:00:00,9,Low
RTE002732,Odisha,Sambalpur,Haryana,Gurugram,3232,11,5874.74,2-Wheeler,TRUE,FALSE,CAR008,18179.44,2023-11-29 00:00:00,6,High
RTE002733,Madhya Pradesh,Jabalpur,Delhi,Dwarka,910,12,2215.55,2-Wheeler,FALSE,TRUE,CAR004,3725.08,2023-04-03 00:00:00,10,Medium
RTE002734,Kerala,Kannur,Odisha,Bhubaneswar,2672,14,2660.22,Heavy Truck,TRUE,FALSE,CAR002,15751.57,2023-04-27 00:00:00,4,Medium
RTE002735,Haryana,Panipat,Tamil Nadu,Chennai,3174,5,4028.77,Light Commercial Vehicle,TRUE,TRUE,CAR009,18437.56,2023-12-01 00:00:00,9,Low
RTE002736,Kerala,Kannur,Telangana,Karimnagar,922,5,6111.13,Tempo,FALSE,TRUE,CAR009,3864.99,2024-05-27 00:00:00,3,Critical
RTE002737,Telangana,Warangal,Delhi,New Delhi,642,12,2473.49,Heavy Truck,TRUE,FALSE,CAR012,,2021-08-18 00:00:00,9,Critical
RTE002738,Tamil Nadu,Chennai,Odisha,Berhampur,2667,11,1456.67,Heavy Truck,FALSE,TRUE,CAR005,17328.33,2021-05-26 00:00:00,3,Critical
RTE002739,Madhya Pradesh,Gwalior,Punjab,Jalandhar,2584,4,7332.44,Pickup Van,TRUE,FALSE,CAR004,17857.64,2024-01-29 00:00:00,1,High
RTE002740,Himachal Pradesh,Shimla,Punjab,Ludhiana,3101,14,2216.45,Heavy Truck,FALSE,TRUE,CAR010,,2024-10-28 00:00:00,9,Critical
RTE002741,Haryana,Rohtak,Madhya Pradesh,Ujjain,N/A,9,2306.38,Light Commercial Vehicle,FALSE,TRUE,CAR002,2960.51,2022-06-10 00:00:00,9,Low
RTE002742,Jharkhand,Jamshedpur,Madhya Pradesh,Bhopal,2140,2,1341.65,Tempo,N,FALSE,CAR005,10082.37,2024-12-27 00:00:00,8,Critical
RTE002743,Goa,Mapusa,Haryana,Rohtak,3240,7,3664.71,Heavy Truck,FALSE,TRUE,CAR014,13963.76,2024-03-26 00:00:00,10,High
RTE002744,Rajasthan,Udaipur,Jharkhand,Ranchi,2855,11,4900.96,Mini Truck,TRUE,TRUE,CAR004,21886.62,2024-07-23 00:00:00,5,High
RTE002745,Punjab,Patiala,Assam,Dibrugarh,1172,7,2830.55,Light Commercial Vehicle,FALSE,TRUE,CAR013,8851.71,2021-04-07 00:00:00,9,Low
RTE002746,Delhi,Dwarka,Punjab,Patiala,2908,9,574.79,Refrigerated Truck,TRUE,FALSE,CAR002,20516.24,2022-03-23 00:00:00,2,Critical
RTE002747,West Bengal,Siliguri,Delhi,Dwarka,1807,7,1119.73,Tempo,TRUE,FALSE,CAR009,,2024-03-27 00:00:00,10,Critical
RTE002748,Delhi,Noida,Odisha,Rourkela,3898,13,7511.53,Pickup Van,TRUE,TRUE,CAR002,28542.61,2021-09-30 00:00:00,2,High
RTE002749,Telangana,Karimnagar,Punjab,Jalandhar,936,14,4372.3,Medium Truck,TRUE,FALSE,CAR011,6715.03,2023-12-31 00:00:00,9,Medium
RTE002750,Assam,Jorhat,Tamil Nadu,Chennai,81,6,5410.93,2-Wheeler,FALSE,FALSE,CAR002,605.35,2024-01-05 00:00:00,8,High
RTE002751,Odisha,Berhampur,Jharkhand,Bokaro,3830,1,7509.11,Container Truck,TRUE,FALSE,CAR010,23968.97,2023-09-01 00:00:00,2,Low
RTE002752,Maharashtra,Aurangabad,Madhya Pradesh,Indore,1640,4,7371.62,Medium Truck,FALSE,FALSE,CAR003,11862.46,2024-08-21 00:00:00,1,Critical
RTE002753,Haryana,Gurugram,Assam,Dibrugarh,--,8,2349.93,Mini Truck,TRUE,TRUE,CAR013,6348.03,2022-08-05 00:00:00,3,High
RTE002754,Tamil Nadu,Salem,Telangana,Warangal,3411,7,1789.39,2-Wheeler,FALSE,FALSE,CAR013,,2023-06-26 00:00:00,6,Critical
RTE002755,Uttar Pradesh,Meerut,Jharkhand,Bokaro,2650,14,1041.21,Light Commercial Vehicle,TRUE,TRUE,CAR015,12077.68,2024-06-06 00:00:00,2,Low
RTE002756,Uttar Pradesh,Meerut,Bihar,Muzaffarpur,208,9,2635.63,Pickup Van,TRUE,TRUE,CAR006,1634.92,2024-07-02 00:00:00,4,Medium
RTE002757,Telangana,Khammam,Telangana,Nizamabad,2681,14,1333.14,2-Wheeler,FALSE,FALSE,CAR004,21296.69,2022-05-07 00:00:00,1,Critical
RTE002758,Himachal Pradesh,Mandi,Kerala,Thrissur,3000,10,6955.36,Tempo,TRUE,FALSE,CAR014,12140.62,2021-08-12 00:00:00,6,Medium
RTE002759,Uttarakhand,Roorkee,Telangana,Warangal,1595,1,2722.78,Medium Truck,TRUE,FALSE,CAR014,7068.24,2022-08-08 00:00:00,2,Low
RTE002760,Tamil Nadu,Chennai,Goa,Ponda,2519,9,6832.8,2-Wheeler,FALSE,FALSE,CAR004,11479.8,2024-07-11 00:00:00,10,High
RTE002761,Telangana,Karimnagar,Bihar,Bhagalpur,2336,2,5234.41,Container Truck,TRUE,no,CAR006,13166.05,2021-01-30 00:00:00,2,Low
RTE002762,Himachal Pradesh,Solan,Haryana,Gurugram,1477,13,2673.74,Mini Truck,TRUE,0,CAR011,,2021-07-02 00:00:00,10,Critical
RTE002763,Karnataka,Bengaluru,Karnataka,Mangaluru,3243,5,6411.05,Medium Truck,FALSE,1,CAR003,21284.22,2021-05-20 00:00:00,8,Critical
RTE002764,Kerala,Thrissur,Uttar Pradesh,Varanasi,3661,11,846.81,Light Commercial Vehicle,FALSE,TRUE,CAR006,17494.03,2023-12-08 00:00:00,9,Medium
RTE002765,Kerala,Kochi,Uttarakhand,Roorkee,618,3,5134.13,Container Truck,FALSE,TRUE,CAR003,4360.03,2024-03-01 00:00:00,9,Medium
RTE002766,Kerala,Kozhikode,Himachal Pradesh,Shimla,687,5,7730.28,Heavy Truck,FALSE,yes,CAR009,3267.87,2021-09-06 00:00:00,6,High
RTE002767,Himachal Pradesh,Mandi,Rajasthan,Jodhpur,921,8,2274.51,3-Wheeler,TRUE,TRUE,CAR011,5925.28,2023-05-14 00:00:00,7,Medium
RTE002768,Rajasthan,Jaipur,Assam,Dibrugarh,152,13,7335.08,Heavy Truck,FALSE,FALSE,CAR013,964.48,2022-01-19 00:00:00,6,Medium
RTE002769,Madhya Pradesh,Jabalpur,Punjab,Patiala,3846,3,4434.59,Heavy Truck,FALSE,FALSE,CAR009,20744.54,2024-10-05 00:00:00,7,Critical
RTE002770,Uttarakhand,Roorkee,Punjab,Patiala,1113,13,2145.78,Tempo,TRUE,FALSE,CAR011,5664.79,2024-09-29 00:00:00,6,Critical
RTE002771,Kerala,Kochi,Gujarat,Ahmedabad,--,2,2156.34,Refrigerated Truck,FALSE,FALSE,CAR006,6634.54,2023-05-18 00:00:00,2,High
RTE002772,Uttarakhand,Haldwani,Karnataka,Hubli,286,6,921.49,Tempo,TRUE,FALSE,CAR004,2231.81,2021-05-27 00:00:00,1,Critical
RTE002773,Gujarat,Surat,Telangana,Nizamabad,270,3,6689.43,Pickup Van,FALSE,TRUE,CAR011,1544.43,2021-04-29 00:00:00,5,Low
RTE002774,Goa,Vasco,Assam,Tezpur,2482,1,2404.14,Container Truck,FALSE,0,CAR012,15185.91,2021-01-24 00:00:00,2,Critical
RTE002775,Kerala,Kannur,Haryana,Ambala,2074,5,1281.86,Medium Truck,TRUE,TRUE,CAR006,10412.7,2022-02-28 00:00:00,3,Critical
RTE002776,Rajasthan,Ajmer,Gujarat,Rajkot,3539,2,724.44,Medium Truck,FALSE,TRUE,CAR002,24946.68,2021-09-23 00:00:00,7,Low
RTE002777,West Bengal,Howrah,Delhi,New Delhi,2414,5,2874.65,Pickup Van,TRUE,FALSE,CAR007,15690.42,2024-11-21 00:00:00,7,Medium
RTE002778,Punjab,Bathinda,Haryana,Panipat,760,8,2634.98,Mini Truck,TRUE,TRUE,CAR013,5370.28,2022-10-21 00:00:00,8,Low
RTE002779,Assam,Guwahati,Assam,Dibrugarh,3832,2,6339.51,Medium Truck,FALSE,FALSE,CAR015,22704.02,2024-07-23 00:00:00,4,Critical
RTE002780,Kerala,Kannur,Tamil Nadu,Madurai,2439,13,6250.41,Container Truck,FALSE,TRUE,CAR014,9844.54,2022-08-12 00:00:00,9,High
RTE002781,Bihar,Darbhanga,Madhya Pradesh,Ujjain,1766,6,3648.23,Tempo,FALSE,TRUE,CAR003,8897.02,2022-01-30 00:00:00,1,High
RTE002782,Kerala,Thrissur,Karnataka,Mysuru,2308,13,5031.57,2-Wheeler,TRUE,FALSE,CAR008,12331,2021-04-30 00:00:00,4,Medium
RTE002783,Rajasthan,Kota,Assam,Silchar,--,12,,Tempo,TRUE,TRUE,CAR015,11827.13,2024-07-18 00:00:00,5,Low
RTE002784,Haryana,Gurugram,Maharashtra,Nagpur,2832,12,1288.49,2-Wheeler,TRUE,FALSE,CAR012,12965.76,2024-10-24 00:00:00,1,Medium
RTE002785,Punjab,Amritsar,Rajasthan,Jodhpur,1181,6,329.87,3-Wheeler,FALSE,FALSE,CAR003,9363.57,2023-03-19 00:00:00,1,Low
RTE002786,Himachal Pradesh,Shimla,Tamil Nadu,Salem,3933,3,4473.88,Refrigerated Truck,FALSE,TRUE,CAR002,22726.41,2024-02-10 00:00:00,8,Low
RTE002787,Karnataka,Hubli,Jharkhand,Deoghar,251,2,3700.69,Container Truck,FALSE,TRUE,CAR005,1803.6,2023-04-11 00:00:00,7,Low
RTE002788,Kerala,Thiruvananthapuram,Rajasthan,Udaipur,1640,4,5601.65,Heavy Truck,TRUE,FALSE,CAR004,7758.57,2022-04-04 00:00:00,10,Low
RTE002789,Karnataka,Mysuru,Gujarat,Ahmedabad,1504,14,1824.98,3-Wheeler,TRUE,TRUE,CAR012,10475.14,2022-09-16 00:00:00,4,High
RTE002790,Karnataka,Mysuru,West Bengal,Asansol,1808,8,348.72,Medium Truck,TRUE,FALSE,CAR014,13492.47,2022-06-06 00:00:00,5,Critical
RTE002791,Rajasthan,Jaipur,Punjab,Amritsar,466,1,2026.06,Medium Truck,FALSE,TRUE,CAR005,2210.1,2023-04-11 00:00:00,3,High
RTE002792,Jharkhand,Ranchi,Uttarakhand,Rishikesh,224,14,3442.25,Container Truck,TRUE,FALSE,CAR005,1482.03,2023-11-25 00:00:00,10,High
RTE002793,Goa,Ponda,Tamil Nadu,Coimbatore,2067,8,7212.39,Tempo,TRUE,FALSE,CAR001,9257.07,2021-01-14 00:00:00,2,High
RTE002794,Kerala,Thiruvananthapuram,Rajasthan,Jaipur,445,14,1160.64,Medium Truck,FALSE,TRUE,CAR008,2303.35,2024-03-23 00:00:00,1,Low
RTE002795,Tamil Nadu,Madurai,West Bengal,Siliguri,2148,1,365.89,2-Wheeler,FALSE,TRUE,CAR014,9500.81,2023-04-08 00:00:00,9,Critical
RTE002796,Goa,Ponda,Uttarakhand,Haridwar,858,10,540.22,Light Commercial Vehicle,TRUE,FALSE,CAR001,6513.26,2024-07-04 00:00:00,2,Low
RTE002797,Himachal Pradesh,Shimla,Uttarakhand,Roorkee,1094,12,5046.79,Heavy Truck,FALSE,FALSE,CAR006,6250.93,2022-08-17 00:00:00,3,Low
RTE002798,Haryana,Faridabad,Punjab,Amritsar,61,7,181.56,Container Truck,TRUE,TRUE,CAR015,342.75,2022-05-30 00:00:00,3,Critical
RTE002799,Uttar Pradesh,Meerut,Maharashtra,Nagpur,617,3,4467.88,Pickup Van,FALSE,TRUE,CAR003,2886.17,2024-05-11 00:00:00,8,Medium
RTE002800,Delhi,Noida,Jharkhand,Bokaro,1329,12,5093.65,Refrigerated Truck,TRUE,1,CAR009,10141.42,2023-01-20 00:00:00,4,Low
RTE002801,Odisha,Cuttack,Goa,Panaji,1136,8,3092.46,Mini Truck,FALSE,TRUE,CAR011,7432.59,2022-06-06 00:00:00,8,Critical
RTE002802,Telangana,Nizamabad,Karnataka,Bengaluru,2914,11,1780.04,Pickup Van,FALSE,TRUE,CAR004,16579.84,2023-06-28 00:00:00,10,High
RTE002803,Haryana,Rohtak,Rajasthan,Jodhpur,3235,13,134.7,Light Commercial Vehicle,TRUE,TRUE,CAR010,14722.85,2022-03-20 00:00:00,4,Medium
RTE002804,Delhi,Gurugram,Bihar,Darbhanga,3139,13,7850.35,Heavy Truck,FALSE,FALSE,CAR014,16517.74,2023-08-01 00:00:00,4,High
RTE002805,Madhya Pradesh,Indore,West Bengal,Siliguri,3803,3,2837.89,Refrigerated Truck,FALSE,TRUE,CAR005,18136.72,2023-04-01 00:00:00,4,Low
RTE002806,Tamil Nadu,Madurai,Haryana,Panipat,3826,11,4984.06,Refrigerated Truck,FALSE,FALSE,CAR008,22797.83,2023-01-20 00:00:00,4,Medium
RTE002807,Goa,Panaji,Telangana,Warangal,3807,6,2239.15,Mini Truck,FALSE,TRUE,CAR002,15763.49,2021-09-19 00:00:00,3,Critical
RTE002808,Telangana,Khammam,Odisha,Sambalpur,589,14,3598.06,Mini Truck,FALSE,FALSE,CAR005,4170.63,2024-07-05 00:00:00,9,Medium
RTE002809,Rajasthan,Udaipur,Punjab,Jalandhar,2413,7,,Tempo,FALSE,FALSE,CAR011,11688.11,2023-10-03 00:00:00,9,Low
RTE002810,Rajasthan,Jaipur,Bihar,Darbhanga,2924,3,266.93,3-Wheeler,FALSE,no,CAR011,21772.74,2021-08-06 00:00:00,7,Low
RTE002811,Tamil Nadu,Chennai,Haryana,Gurugram,1964,3,,Tempo,TRUE,FALSE,CAR013,8363.49,2021-07-13 00:00:00,4,Low
RTE002812,Assam,Tezpur,Delhi,Noida,763,11,3953.83,2-Wheeler,FALSE,FALSE,CAR015,4163.99,2024-02-13 00:00:00,1,Medium
RTE002813,Telangana,Khammam,Himachal Pradesh,Solan,1963,5,7830.49,Heavy Truck,FALSE,TRUE,CAR005,,2021-07-17 00:00:00,2,Low
RTE002814,Madhya Pradesh,Ujjain,Uttar Pradesh,Varanasi,2021,2,7573.28,2-Wheeler,FALSE,TRUE,CAR001,12419.65,2024-11-21 00:00:00,4,Medium
RTE002815,Uttar Pradesh,Varanasi,Goa,Mapusa,3795,14,2442.15,Heavy Truck,TRUE,TRUE,CAR011,27308.34,2024-05-13 00:00:00,10,Low
RTE002816,Gujarat,Gandhinagar,West Bengal,Asansol,3472,9,1927.11,Tempo,FALSE,FALSE,CAR007,13952.26,2023-11-18 00:00:00,9,Medium
RTE002817,Delhi,New Delhi,Gujarat,Ahmedabad,167,1,84.34,Heavy Truck,TRUE,TRUE,CAR002,900.51,2024-04-27 00:00:00,6,Low
RTE002818,Uttar Pradesh,Kanpur,Odisha,Berhampur,1444,6,4814.72,Container Truck,TRUE,FALSE,CAR009,11177.51,2024-02-18 00:00:00,9,Critical
RTE002819,Telangana,Nizamabad,Karnataka,Belagavi,3693,9,4148.96,Tempo,TRUE,TRUE,CAR001,24420,2024-11-28 00:00:00,5,Medium
RTE002820,Gujarat,Vadodara,Telangana,Nizamabad,132,8,7385,Light Commercial Vehicle,TRUE,TRUE,CAR015,969.46,2021-09-12 00:00:00,10,High
RTE002821,Rajasthan,Jaipur,Goa,Panaji,2365,10,2860.46,Pickup Van,N,TRUE,CAR012,16376.28,2024-03-24 00:00:00,6,High
RTE002822,Jharkhand,Jamshedpur,Gujarat,Ahmedabad,3226,7,1533.2,3-Wheeler,FALSE,TRUE,CAR001,23255.74,2021-03-21 00:00:00,6,High
RTE002823,Gujarat,Gandhinagar,Jharkhand,Deoghar,1436,8,4480.88,Container Truck,TRUE,FALSE,CAR009,6774.01,2021-05-19 00:00:00,2,Critical
RTE002824,Telangana,Hyderabad,Assam,Tezpur,1274,1,3503.19,Refrigerated Truck,FALSE,FALSE,CAR005,8812.48,2023-03-02 00:00:00,10,High
RTE002825,Haryana,Rohtak,Telangana,Hyderabad,2726,10,5690.93,Mini Truck,FALSE,FALSE,CAR004,21369.23,2021-06-14 00:00:00,6,Medium
RTE002826,Karnataka,Mangaluru,Delhi,Noida,1715,14,3541.86,Mini Truck,FALSE,FALSE,CAR011,,2022-05-28 00:00:00,7,Medium
RTE002827,Rajasthan,Udaipur,Delhi,Rohini,3724,11,238.05,Heavy Truck,TRUE,FALSE,CAR006,28385.98,2021-07-03 00:00:00,3,Low
RTE002828,Haryana,Rohtak,Delhi,Noida,3871,3,7971.57,2-Wheeler,FALSE,TRUE,CAR010,28126.15,2023-04-03 00:00:00,10,Critical
RTE002829,Tamil Nadu,Salem,Odisha,Sambalpur,2929,1,3763.98,Refrigerated Truck,FALSE,FALSE,CAR009,15190.54,2024-07-25 00:00:00,3,Low
RTE002830,Karnataka,Belagavi,Madhya Pradesh,Jabalpur,3373,8,7226.01,Mini Truck,FALSE,FALSE,CAR015,22603.42,2021-06-23 00:00:00,6,High
RTE002831,Uttar Pradesh,Agra,Madhya Pradesh,Indore,1964,10,517.49,Refrigerated Truck,FALSE,TRUE,CAR007,15243.12,2022-01-04 00:00:00,8,Medium
RTE002832,Madhya Pradesh,Jabalpur,Madhya Pradesh,Bhopal,3452,9,1473.96,Light Commercial Vehicle,TRUE,FALSE,CAR014,25911.9,2022-11-15 00:00:00,10,High
RTE002833,Assam,Guwahati,Himachal Pradesh,Shimla,2812,10,3393.36,Mini Truck,TRUE,TRUE,CAR004,14203.77,2024-01-20 00:00:00,3,Medium
RTE002834,Goa,Vasco,Punjab,Patiala,2597,11,2585.68,Pickup Van,FALSE,FALSE,CAR002,10474.47,2022-11-04 00:00:00,8,Medium
RTE002835,Delhi,Noida,Jharkhand,Deoghar,1350,7,3649.46,3-Wheeler,TRUE,TRUE,CAR013,6639.05,2021-09-16 00:00:00,3,High
RTE002836,Odisha,Sambalpur,Gujarat,Ahmedabad,2785,3,5777.01,Medium Truck,FALSE,TRUE,CAR007,16541.73,2023-06-19 00:00:00,9,High
RTE002837,Delhi,Gurugram,West Bengal,Siliguri,241,13,5365.2,3-Wheeler,TRUE,TRUE,CAR013,977.71,2021-08-11 00:00:00,3,Low
RTE002838,Uttar Pradesh,Kanpur,Punjab,Jalandhar,1688,8,6389.73,Refrigerated Truck,TRUE,TRUE,CAR006,11855.79,2024-06-11 00:00:00,10,Critical
RTE002839,Madhya Pradesh,Bhopal,Goa,Margao,2526,6,2898.85,Tempo,TRUE,FALSE,CAR006,14972.17,2022-03-22 00:00:00,8,High
RTE002840,Madhya Pradesh,Ujjain,Assam,Jorhat,1028,11,7843.89,Refrigerated Truck,TRUE,TRUE,CAR013,4576.08,2021-05-15 00:00:00,4,Medium
RTE002841,Delhi,Dwarka,Tamil Nadu,Madurai,3129,1,7065.37,Tempo,TRUE,FALSE,CAR015,22082.65,2024-02-24 00:00:00,10,Low
RTE002842,Himachal Pradesh,Solan,Odisha,Berhampur,3465,7,7776.57,Container Truck,TRUE,FALSE,CAR014,23670.35,2021-07-27 00:00:00,5,High
RTE002843,West Bengal,Siliguri,Punjab,Ludhiana,unknown,8,4270.02,Light Commercial Vehicle,FALSE,FALSE,CAR007,15571.98,2021-08-02 00:00:00,9,High
RTE002844,Odisha,Sambalpur,Haryana,Panipat,1258,7,1049.66,Pickup Van,FALSE,yes,CAR014,6251.26,2023-06-21 00:00:00,6,Low
RTE002845,Telangana,Hyderabad,Maharashtra,Aurangabad,2651,8,5399.57,Medium Truck,FALSE,TRUE,CAR010,12938.52,2023-10-15 00:00:00,7,Medium
RTE002846,Tamil Nadu,Chennai,Maharashtra,Pune,1322,13,7392.43,Light Commercial Vehicle,TRUE,TRUE,CAR006,6408.81,2021-09-04 00:00:00,2,Medium
RTE002847,Karnataka,Bengaluru,Bihar,Muzaffarpur,2413,11,1309.43,Light Commercial Vehicle,FALSE,FALSE,CAR008,9877.55,2021-09-22 00:00:00,4,High
RTE002848,Uttarakhand,Haridwar,Bihar,Darbhanga,276,5,855.36,Tempo,TRUE,TRUE,CAR004,1776.61,2023-10-23 00:00:00,9,Medium
RTE002849,Gujarat,Ahmedabad,Madhya Pradesh,Bhopal,3917,5,4355.07,Pickup Van,FALSE,FALSE,CAR011,18238.94,2022-06-16 00:00:00,6,Medium
RTE002850,Rajasthan,Kota,West Bengal,Asansol,1764,10,187.22,Container Truck,FALSE,TRUE,CAR008,12728.6,2024-10-18 00:00:00,9,Low
RTE002851,Delhi,Noida,Jharkhand,Bokaro,2666,11,5658.33,2-Wheeler,TRUE,FALSE,CAR003,12505.18,2023-12-16 00:00:00,2,Low
